"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen4_0001",12,0.279557,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0002",17,0.45832,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0003",17,0.327186,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0004",15,0.273718,1,1,0,0,1,1,1,1,1,1,0,0,1
"gen4_0005",14,0.253381,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0006",18,0.428724,0,1,0,0,1,1,1,1,1,1,1,1,1
"gen4_0007",12,0.412892,1,1,0,1,0,1,1,1,1,1,0,1,1
"gen4_0008",16,0.263408,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen4_0009",14,0.261496,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen4_0010",17,0.774177,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen4_0011",13,0.471625,0,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0012",17,0.417956,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen4_0013",18,0.284728,1,1,0,1,1,1,1,1,0,1,0,1,1
"gen4_0014",16,0.278237,1,1,0,0,0,1,1,1,1,1,0,1,1
"gen4_0015",11,0.288876,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen4_0016",14,0.27138,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen4_0017",18,0.283702,1,1,0,1,1,1,1,1,0,1,0,1,1
"gen4_0018",28,0.328212,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0019",26,0.304008,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0020",17,0.312054,1,1,0,0,1,1,1,1,1,1,0,1,0
"gen4_0021",14,0.471099,1,1,0,1,0,1,1,1,0,1,1,1,1
"gen4_0022",16,0.458846,1,0,0,1,1,1,1,1,1,1,1,1,0
"gen4_0023",14,0.254844,0,1,1,1,1,0,1,1,1,1,1,1,1
"gen4_0024",16,0.768328,1,1,1,1,1,1,1,1,1,1,1,1,1
"gen4_0025",17,0.382387,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen4_0026",16,0.298977,1,1,1,0,1,1,1,1,1,0,1,1,1
"gen4_0027",16,0.625007,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0028",14,0.272264,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0029",12,0.436337,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0030",17,0.434875,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0031",16,0.268005,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen4_0032",25,0.263099,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen4_0033",16,0.347963,1,1,1,1,1,1,1,0,1,1,1,1,1
"gen4_0034",14,0.360318,0,1,0,0,1,1,1,1,1,1,1,1,1
"gen4_0035",17,0.451614,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0036",12,0.419598,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0037",13,0.28183,1,1,0,1,0,0,0,1,1,1,1,1,0
"gen4_0038",5,0.469352,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0039",13,0.276329,1,0,0,0,1,1,1,1,1,1,0,1,1
"gen4_0040",13,0.286265,0,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0041",15,0.060628,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen4_0042",17,0.270877,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen4_0043",16,0.302282,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0044",27,0.304461,1,1,1,0,1,1,1,1,0,1,0,1,1
"gen4_0045",18,0.34213,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0046",17,0.400918,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0047",23,0.268539,1,1,0,1,1,1,1,1,1,1,0,1,1
"gen4_0048",15,0.330027,1,1,1,1,1,0,1,1,1,1,0,1,1
"gen4_0049",17,0.258182,1,1,0,1,1,1,1,1,0,1,0,1,1
"gen4_0050",20,0.328728,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen4_0051",12,0.27694,1,1,1,0,0,1,1,1,1,1,1,1,1
"gen4_0052",17,0.262341,1,1,0,1,1,1,1,1,1,0,1,1,1
"gen4_0053",14,0.268026,1,1,1,0,1,1,1,1,1,1,1,1,1
"gen4_0054",17,0.403311,1,1,0,1,0,1,1,1,1,1,1,1,1
"gen4_0055",17,0.292091,1,1,1,1,1,0,1,1,1,1,1,1,1
"gen4_0056",16,0.389273,1,1,0,1,1,1,1,1,1,1,1,1,1
"gen4_0057",16,0.310634,1,1,0,0,1,1,1,1,1,1,1,1,1
"gen4_0058",12,0.396198,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen4_0059",11,0.298808,1,1,0,1,1,1,1,1,1,1,0,0,1
"gen4_0060",17,0.317254,1,1,0,0,1,1,1,1,1,1,0,1,1
"gen4_0061",17,0.275841,1,1,0,1,1,0,1,1,1,1,1,0,1
"gen4_0062",17,0.537215,1,1,1,1,1,1,1,1,1,0,0,1,1
"gen4_0063",16,0.31059,1,0,0,0,1,1,1,1,1,1,1,1,1
"gen4_0064",24,0.396242,1,1,0,0,1,1,1,1,1,1,0,1,1
